,securityName,secId,performanceId,holdingTypeId,weighting,numberOfShare,marketValue,shareChange,country,ticker,totalReturn1Year,forwardPERatio,stockRating,assessment,economicMoat,sector,sectorCode,holdingTrend,holdingType,isin,cusip,secondarySectorId,superSectorName,primarySectorName,secondarySectorName,firstBoughtDate,maturityDate,coupon,currency,localCurrencyCode,prospectusNetExpenseRatio,oneYearReturn,morningstarRating,ePUsedForOverallRating,analystRating,medalistRating,medalistRatingLabel,overallRatingPublishDateUtc,totalAssets,ttmYield,epUsedFor1YearReturn,morningstarCategory,totalAssetsMagnitude,lastTurnoverRatio,susEsgRiskScore,susEsgRiskGlobes,esgAsOfDate,susEsgRiskCategory,managementExpenseRatio,qualRating,quantRating,bestRatingType,securityType,domicileCountryId,currencyName,originalMarketValue,isMomentumFilterFlag
165,HLB Co Ltd,0P0000BZRU,0P0000BZRU,E,0.10939,63731.0,2173944.0,400.0,South Korea,028300,-31.579,,3,Fairly Valued,,Healthcare,healthcare,"{'trend': [2284292.0, 1735753.0, 1712991.0, 2173944.0]}",Equity,KR7028300002,,,,,,2019-03-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,22.2452,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,2173943.92,True
166,CK Infrastructure Holdings Ltd,0P00009S5G,0P00009S5G,E,0.10768,329000.0,2139800.0,2000.0,United Kingdom,01038,8.73,14.2653,4,Undervalued,None,Utilities,utilities,"{'trend': [2379697.0, 2208403.0, 2147666.0, 2139800.0]}",Equity,BMG2178K1009,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,29.1793,3.0,2025-12-03T06:00:00.000,Medium,,,5,Qual,ST,BMU,Hong Kong Dollar,2139799.54,False
167,DB Insurance Co Ltd,0P0000BQEM,0P0000BQEM,E,0.10531,23515.0,2092790.0,148.0,South Korea,005830,21.0084,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [2238431.0, 2233927.0, 2306639.0, 2092790.0]}",Equity,KR7005830005,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,21.7087,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,2092789.61,False
168,Aurizon Holdings Ltd,0P0000RULP,0P0000RULP,E,0.1052,931037.0,2090596.0,5876.0,Australia,AZJ,11.2537,14.9701,4,Undervalued,None,Industrials,industrials,"{'trend': [2045742.0, 2023368.0, 1955950.0, 2090596.0]}",Equity,AU000000AZJ1,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,27.445,3.0,2025-12-03T06:00:00.000,Medium,,,5,Qual,ST,AUS,Australian Dollar,2090596.46,False
169,Ramsay Health Care Ltd,0P00006WUP,0P00006WUP,E,0.1047,99008.0,2080580.0,620.0,Australia,RHC,-1.5468,27.4725,5,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [2566350.0, 2202891.0, 2069007.0, 2080580.0]}",Equity,AU000000RHC8,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,25.3973,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,2080580.24,True
170,Sam Yang Foods Co Ltd,0P0000B7VR,0P0000B7VR,E,0.1045,2195.0,2076757.0,12.0,South Korea,003230,87.5184,16.129,2,Overvalued,,Consumer Defensive,consumerDefensive,"{'trend': [2378965.0, 2076757.0, None, None]}",Equity,KR7003230000,,,,,,2025-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,29.5051,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,2076757.33,False
171,HD Hyundai Mipo,0P0000AV7F,0P0000AV7F,E,0.104,12193.0,2066755.0,76.0,South Korea,,,,,,,,,"{'trend': [1940836.0, 1800453.0, 1757464.0, 2066755.0]}",Equity,KR7010620003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,26.9777,3.0,2025-12-03T06:00:00.000,Medium,,,,,ST,KOR,South Korean Won,2066755.22,
172,Steadfast Group Ltd,0P0000Z82C,0P0000Z82C,E,0.10366,561921.0,2060025.0,3456.0,Australia,SDF,-8.8793,14.8368,4,Undervalued,Narrow,Financial Services,financialService,"{'trend': [2220470.0, 2239942.0, 2194827.0, 2060025.0]}",Equity,AU000000SDF8,,,,,,2023-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.6002,3.0,2025-12-03T06:00:00.000,Medium,,,4,Qual,ST,AUS,Australian Dollar,2060024.75,False
173,AAC Technologies Holdings Inc,0P00009S8U,0P00009S8U,E,0.10204,394000.0,2027740.0,2000.0,Hong Kong,02018,2.5065,12.8866,4,Undervalued,None,Technology,technology,"{'trend': [2104373.0, 2198462.0, 2304519.0, 2027740.0]}",Equity,KYG2953R1149,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,18.6038,4.0,2025-12-03T06:00:00.000,Low,,,4,Qual,ST,CYM,Hong Kong Dollar,2027739.89,False
174,Cleanaway Waste Management Ltd,0P00006X03,0P00006X03,E,0.10156,1208977.0,2018215.0,7452.0,Australia,CWY,-1.8248,25.2525,3,Fairly Valued,None,Industrials,industrials,"{'trend': [2301362.0, 2194010.0, 2205781.0, 2018215.0]}",Equity,AU000000CWY3,,,,,,2019-09-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,18.731,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,2018214.72,False
175,Mirae Asset Securities Co Ltd,0P0000CJUJ,0P0000CJUJ,E,0.10046,108153.0,1996437.0,644.0,South Korea,006800,152.2472,,2,Overvalued,,Financial Services,financialService,"{'trend': [1476832.0, 1432879.0, 1635948.0, 1996437.0]}",Equity,KR7006800007,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,19.2805,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,KOR,South Korean Won,1996437.2,False
176,AGL Energy Ltd,0P00006XTF,0P00006XTF,E,0.09812,321670.0,1949982.0,2036.0,Australia,AGL,-8.6111,10.2564,4,Undervalued,None,Utilities,utilities,"{'trend': [2084914.0, 1735865.0, 1874761.0, 1949982.0]}",Equity,AU000000AGL7,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,30.2431,2.0,2025-12-03T06:00:00.000,High,,,3,Qual,ST,AUS,Australian Dollar,1949982.42,True
177,Hyundai Engineering & Construction Co Ltd,0P0000BU4P,0P0000BU4P,E,0.09723,39160.0,1932232.0,240.0,South Korea,000720,207.0313,14.3266,2,Overvalued,,Industrials,industrials,"{'trend': [1957004.0, 1744741.0, 1509032.0, 1932232.0]}",Equity,KR7000720003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,23.5295,3.0,2025-12-03T06:00:00.000,Medium,,,2,Quan,ST,KOR,South Korean Won,1932232.32,False
178,Dyno Nobel Ltd,0P00006WLM,0P00006WLM,E,0.09591,904131.0,1905884.0,5856.0,Australia,DNL,5.6825,12.0048,3,Fairly Valued,None,Basic Materials,basicMaterials,"{'trend': [1812758.0, 1856579.0, 1845528.0, 1905884.0]}",Equity,AU0000390544,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.5547,3.0,2025-12-03T06:00:00.000,Medium,,,4,Qual,ST,AUS,Australian Dollar,1905883.64,False
179,Keppel DC REIT,0P00015297,0P00015297,ER,0.09587,1037422.0,1905135.0,82401.0,Singapore,AJBU,5.3954,20.4499,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [1814965.0, 1772890.0, 1770478.0, 1905135.0]}",Equity,SG1AF6000009,,,,,,2020-09-30T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,12.5466,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,SGP,Singapore Dollar,1905135.49,False
180,Whitehaven Coal Ltd,0P0000A0UU,0P0000A0UU,E,0.09552,402733.0,1898274.0,2520.0,Australia,WHC,18.3183,15.6986,3,Fairly Valued,None,Energy,energy,"{'trend': [1726144.0, 1752726.0, 1747939.0, 1898274.0]}",Equity,AU000000WHC8,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,44.2727,1.0,2025-12-03T06:00:00.000,Severe,,,5,Qual,ST,AUS,Australian Dollar,1898273.84,False
181,MMG Ltd,0P00009S7Q,0P00009S7Q,E,0.09549,2134400.0,1897623.0,16000.0,China,01208,197.5439,,2,Overvalued,,Basic Materials,basicMaterials,"{'trend': [1071482.0, 1407444.0, 1837849.0, 1897623.0]}",Equity,HK1208013172,,,,,,2018-09-30T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,39.7499,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,HKG,Hong Kong Dollar,1897622.81,False
182,Mapletree Logistics Trust,0P0000A6Q8,0P0000A6Q8,ER,0.09399,1814164.0,1867901.0,12000.0,Singapore,M44U,7.5472,21.5054,3,Fairly Valued,None,Real Estate,realEstate,"{'trend': [1671723.0, 1728315.0, 1747367.0, 1867901.0]}",Equity,SG1S03926213,,,,,,2019-10-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,11.741,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,SGP,Singapore Dollar,1867901.0,False
183,Seatrium Ltd,0P0000A6AY,0P0000A6AY,E,0.09358,1115316.0,1859646.0,6800.0,Singapore,,,,,,,,,"{'trend': [2017981.0, 2040006.0, 2037840.0, 1859646.0]}",Equity,SGXE34184239,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,25.9003,3.0,2025-12-03T06:00:00.000,Medium,,,,,ST,SGP,Singapore Dollar,1859645.56,
184,Ansell Ltd,0P000080EL,0P000080EL,E,0.09213,76604.0,1830933.0,488.0,Australia,ANN,11.7576,25.5754,3,Fairly Valued,Narrow,Healthcare,healthcare,"{'trend': [1529205.0, 1707636.0, 1607206.0, 1830933.0]}",Equity,AU000000ANN9,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,12.9152,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,1830932.91,False
185,Endeavour Group Ltd Ordinary Shares,0P0001MPQD,0P0001SMHP,E,0.09202,763181.0,1828596.0,4884.0,Australia,EDV,-8.2243,14.4718,5,Undervalued,Wide,Consumer Defensive,consumerDefensive,"{'trend': [2087620.0, 1914560.0, 1824298.0, 1828596.0]}",Equity,AU0000154833,,,,,,2021-06-30T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.6301,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,1828596.08,True
186,Downer EDI Ltd,0P00006WG1,0P00006WG1,E,0.09191,360941.0,1826522.0,2208.0,Australia,DOW,53.2402,18.0505,2,Overvalued,None,Industrials,industrials,"{'trend': [1648961.0, 1703641.0, 1752220.0, 1826522.0]}",Equity,AU000000DOW2,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,34.2054,2.0,2025-12-03T06:00:00.000,High,,,2,Qual,ST,AUS,Australian Dollar,1826521.8,False
187,Industrial Bank of Korea,0P0000D3GV,0P0000D3GV,E,0.09164,134227.0,1821097.0,804.0,South Korea,024110,51.8455,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1937463.0, 1841557.0, 1850548.0, 1821097.0]}",Equity,KR7024110009,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,19.7304,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,1821096.97,False
188,Samsung Securities Co Ltd,0P0000B25R,0P0000B25R,E,0.09153,33524.0,1818849.0,204.0,South Korea,016360,77.4947,,3,Fairly Valued,,Financial Services,financialService,"{'trend': [1762036.0, 1659167.0, 1702750.0, 1818849.0]}",Equity,KR7016360000,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,23.3555,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,1818849.06,False
189,Mapletree Industrial Trust Units Real Estate Investment Trust,0P0000Q5WX,0P0000Q5WX,ER,0.09126,1108143.0,1813627.0,7200.0,Singapore,ME8U,-2.6036,15.625,4,Undervalued,None,Real Estate,realEstate,"{'trend': [1797783.0, 1783262.0, 1818964.0, 1813627.0]}",Equity,SG2C32962814,,,,,,2019-10-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,13.8897,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,SGP,Singapore Dollar,1813626.79,True
190,Coway,0P0000B9ZH,0P0000B9ZH,E,0.08989,28532.0,1786316.0,180.0,South Korea,021240,27.2636,9.009,3,Fairly Valued,,Consumer Cyclical,consumerCyclical,"{'trend': [2314792.0, 2145459.0, 1990429.0, 1786316.0]}",Equity,KR7021240007,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,19.8234,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,KOR,South Korean Won,1786316.48,False
191,Chow Tai Fook Jewellery Group Ltd,0P0000V701,0P0000V701,E,0.08942,907400.0,1776926.0,5600.0,Hong Kong,01929,88.2353,,2,Overvalued,,Consumer Cyclical,consumerCyclical,"{'trend': [1619770.0, 1741407.0, 1803507.0, 1776926.0]}",Equity,KYG211461085,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,17.0851,4.0,2025-12-03T06:00:00.000,Low,,,2,Quan,ST,CYM,Hong Kong Dollar,1776926.48,False
192,Korea Zinc Co Ltd,0P0000BXRV,0P0000BXRV,E,0.08829,2420.0,1754596.0,16.0,South Korea,010130,12.0867,,4,Undervalued,,Basic Materials,basicMaterials,"{'trend': [1489472.0, 1475763.0, 1578051.0, 1754596.0]}",Equity,KR7010130003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,39.7631,2.0,2025-12-03T06:00:00.000,High,,,4,Quan,ST,KOR,South Korean Won,1754595.54,False
193,ASMPT Ltd,0P00009RYV,0P00009RYV,E,0.08828,166278.0,1754303.0,1200.0,China,00522,-0.4018,22.1729,3,Fairly Valued,Narrow,Technology,technology,"{'trend': [1503997.0, 1552531.0, 1740868.0, 1754303.0]}",Equity,KYG0535Q1331,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,23.0978,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,CYM,Hong Kong Dollar,1754303.29,False
194,Atlas Arteria Ltd,0P0000MZPU,0P0000MZPU,E,0.08775,548100.0,1743834.0,3400.0,Australia,ALX,13.4783,21.5054,3,Fairly Valued,Narrow,Industrials,industrials,"{'trend': [1878472.0, 1907915.0, 1772510.0, 1743834.0]}",Equity,AU0000013559,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,7.7103,5.0,2025-12-03T06:00:00.000,Negligible,,,3,Qual,ST,AUS,Australian Dollar,1743834.32,False
195,Genting Singapore Ltd,0P0000A6FU,0P0000A6FU,E,0.08687,3077700.0,1726321.0,18000.0,Singapore,G13,-1.2987,14.5349,4,Undervalued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [1800802.0, 1724128.0, 1744399.0, 1726321.0]}",Equity,SGXE21576413,,,,,,2018-07-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,16.5931,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,SGP,Singapore Dollar,1726321.41,True
196,Hyundai Motor Co Participating Preferred,0P0000D5BA,0P0000D5BA,E,0.08674,11317.0,1723663.0,68.0,South Korea,005385,41.9717,4.6253,5,Undervalued,,Consumer Cyclical,consumerCyclical,"{'trend': [1412541.0, 1394889.0, 1307660.0, 1723663.0]}",Equity,KR7005381009,,304002,corporate,Preferred,Consumer Cyclical,2017-10-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,18.5689,4.0,2025-12-03T06:00:00.000,Low,,,5,Quan,ST,KOR,South Korean Won,1723663.1,False
197,Treasury Wine Estates Ltd,0P0000T2V0,0P0000T2V0,E,0.08403,425857.0,1669936.0,2744.0,Australia,TWE,-50.0424,9.8912,5,Undervalued,None,Consumer Defensive,consumerDefensive,"{'trend': [2154084.0, 2188989.0, 1982556.0, 1669936.0]}",Equity,AU000000TWE9,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,23.6452,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,1669935.75,True
198,Challenger Ltd,0P00006WDH,0P00006WDH,E,0.08367,272808.0,1662708.0,1700.0,Australia,CGF,55.363,13.3869,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [1500136.0, 1486729.0, 1556001.0, 1662708.0]}",Equity,AU000000CGF5,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,20.9903,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,1662707.79,False
199,KakaoBank Corp,0P0001N1U7,0P0001N1U7,E,0.08325,101818.0,1654386.0,636.0,South Korea,323410,-6.076,,4,Undervalued,,Financial Services,financialService,"{'trend': [2127762.0, 1801290.0, 1712749.0, 1654386.0]}",Equity,KR7323410001,,,,,,2021-07-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,23.0399,3.0,2025-12-03T06:00:00.000,Medium,,,4,Quan,ST,KOR,South Korean Won,1654386.17,False
200,Hanwha Systems Co Ltd Ordinary Shares,0P0001IQOJ,0P0001IQOJ,E,0.08283,39153.0,1646089.0,224.0,South Korea,272210,151.5294,,2,Overvalued,,Industrials,industrials,"{'trend': [1650886.0, 1646089.0, None, None]}",Equity,KR7272210006,,,,,,2025-09-30T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,35.593,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,KOR,South Korean Won,1646088.58,False
201,Prada SpA,0P0000TK8U,0P0000TK8U,E,0.08263,277800.0,1642023.0,1600.0,Italy,01913,-25.4803,13.2979,4,Undervalued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [1560248.0, 1629239.0, 1661375.0, 1642023.0]}",Equity,IT0003874101,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,17.2367,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,ITA,Hong Kong Dollar,1642023.11,True
202,Ebos Group Ltd,0P00007XVV,0P00007XVV,E,0.08165,98039.0,1622504.0,612.0,Australia,EBO,-21.864,21.4133,4,Undervalued,Narrow,Healthcare,healthcare,"{'trend': [2455264.0, 1899196.0, 1684684.0, 1622504.0]}",Equity,NZEBOE0001S6,,,,,,2022-03-31T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,15.768,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,NZL,New Zealand Dollar,1622504.45,True
203,Venture Corp Ltd,0P0000A694,0P0000A694,E,0.08152,141400.0,1619942.0,800.0,Singapore,V03,23.0054,17.8253,5,Undervalued,,Technology,technology,"{'trend': [1456967.0, 1494541.0, 1520295.0, 1619942.0]}",Equity,SG0531000230,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,11.6544,4.0,2025-12-03T06:00:00.000,Low,,,5,Quan,ST,SGP,Singapore Dollar,1619942.37,False
204,LG Display Co Ltd,0P0000BEWW,0P0000BEWW,E,0.08131,156602.0,1615757.0,1040.0,South Korea,034220,31.5126,,3,Fairly Valued,,Technology,technology,"{'trend': [1267963.0, 1348834.0, 1597697.0, 1615757.0]}",Equity,KR7034220004,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,20.4757,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,KOR,South Korean Won,1615756.73,False
205,AMP Ltd,0P00006W6Q,0P00006W6Q,E,0.07877,1339624.0,1565418.0,8380.0,Australia,AMP,19.8083,14.9701,3,Fairly Valued,None,Financial Services,financialService,"{'trend': [1435992.0, 1502330.0, 1464588.0, 1565418.0]}",Equity,AU000000AMP6,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,18.6311,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,AUS,Australian Dollar,1565417.88,False
206,Korean Air Lines Co Ltd,0P0000C5W4,0P0000C5W4,E,0.0786,100466.0,1561903.0,628.0,South Korea,003490,-3.5124,,5,Undervalued,,Industrials,industrials,"{'trend': [1760957.0, 1711503.0, 1618841.0, 1561903.0]}",Equity,KR7003490000,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,19.2759,4.0,2025-12-03T06:00:00.000,Low,,,5,Quan,ST,KOR,South Korean Won,1561903.42,False
207,Bank of Queensland Ltd,0P00006WAK,0P00006WAK,E,0.07846,347197.0,1559227.0,2072.0,Australia,BOQ,3.6036,10.6838,4,Undervalued,None,Financial Services,financialService,"{'trend': [1757130.0, 1657686.0, 1658304.0, 1559227.0]}",Equity,AU000000BOQ8,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,24.1578,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,1559226.58,False
208,Telix Pharmaceuticals Ltd Ordinary Shares,0P0001C6C4,0P0001C6C4,E,0.07645,144321.0,1519234.0,912.0,Australia,TLX,-43.0112,64.5161,4,Undervalued,None,Healthcare,healthcare,"{'trend': [2016950.0, 1375916.0, 1384796.0, 1519234.0]}",Equity,AU000000TLX2,,,,,,2025-03-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,29.3722,3.0,2025-12-03T06:00:00.000,Medium,,,3,Qual,ST,AUS,Australian Dollar,1519234.18,True
209,Mainfreight Ltd,0P00007XVE,0P00007XVE,E,0.07622,43904.0,1514783.0,280.0,New Zealand,MFT,-2.8419,,3,Fairly Valued,,Industrials,industrials,"{'trend': [1574544.0, 1533152.0, 1593274.0, 1514783.0]}",Equity,NZMFTE0001S9,,,,,,2021-09-30T05:00:00.000,,,NZD,,,,,0,,,,,,,0,,,,25.0835,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,NZL,New Zealand Dollar,1514782.65,False
210,Samsonite Group SA,0P0000TIQY,0P0000TIQY,E,0.07569,718500.0,1504078.0,4800.0,United States,01910,-7.1506,10.4058,4,Undervalued,Narrow,Consumer Cyclical,consumerCyclical,"{'trend': [1504321.0, 1559724.0, 1528230.0, 1504078.0]}",Equity,LU0633102719,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,17.2006,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,LUX,Hong Kong Dollar,1504078.0,False
211,UOL Group Ltd,0P0000A6DI,0P0000A6DI,E,0.07568,246200.0,1503930.0,1600.0,Singapore,U14,64.5833,,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [1346462.0, 1426126.0, 1481792.0, 1503930.0]}",Equity,SG1S83002349,,,,,,2013-05-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,20.0151,3.0,2025-12-03T06:00:00.000,Medium,,,3,Quan,ST,SGP,Singapore Dollar,1503930.23,False
212,Swire Pacific Ltd Class A,0P00009RPF,0P00009RPF,E,0.0744,179000.0,1478577.0,2000.0,Hong Kong,00019,-0.7184,8.6356,4,Undervalued,Narrow,Industrials,industrials,"{'trend': [1620121.0, 1545486.0, 1500328.0, 1478577.0]}",Equity,HK0019000162,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,37.3258,2.0,2025-12-03T06:00:00.000,High,,,5,Qual,ST,HKG,Hong Kong Dollar,1478577.49,False
213,PCCW Ltd,0P00009RP6,0P00009RP6,E,0.07349,2045224.0,1460461.0,12000.0,Hong Kong,00008,41.5533,,4,Undervalued,,Communication Services,communicationsServices,"{'trend': [1520619.0, 1385347.0, 1392870.0, 1460461.0]}",Equity,HK0008011667,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,28.5077,3.0,2025-12-03T06:00:00.000,Medium,,,4,Quan,ST,HKG,Hong Kong Dollar,1460460.77,False
214,Swire Properties Ltd,0P0000V194,0P0000V194,E,0.0731,532600.0,1452757.0,3200.0,Hong Kong,01972,41.1139,16.3666,3,Fairly Valued,Narrow,Real Estate,realEstate,"{'trend': [1438025.0, 1394120.0, 1506467.0, 1452757.0]}",Equity,HK0000063609,,,,,,2018-03-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,10.3471,4.0,2025-12-03T06:00:00.000,Low,,,3,Qual,ST,HKG,Hong Kong Dollar,1452757.26,False
215,Samsung E&A,0P0000BFMU,0P0000BFMU,E,0.07295,79595.0,1449721.0,520.0,South Korea,028050,49.7701,,4,Undervalued,,Industrials,industrials,"{'trend': [1574312.0, 1672907.0, 1510431.0, 1449721.0]}",Equity,KR7028050003,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,29.7201,3.0,2025-12-03T06:00:00.000,Medium,,,4,Quan,ST,KOR,South Korean Won,1449721.18,False
216,Thai Beverage PLC,0P0000A6G5,0P0000A6G5,E,0.07194,3876200.0,1429618.0,24000.0,Thailand,Y92,-12.3471,0.8315,4,Undervalued,,Consumer Defensive,consumerDefensive,"{'trend': [1433871.0, 1386812.0, 1389445.0, 1429618.0]}",Equity,TH0902010014,,,,,,2024-03-31T05:00:00.000,,,SGD,,,,,0,,,,,,,0,,,,22.1481,3.0,2025-12-03T06:00:00.000,Medium,,,4,Quan,ST,THA,Singapore Dollar,1429617.73,False
217,Metcash Ltd,0P00006WP9,0P00006WP9,E,0.07176,571727.0,1426011.0,3636.0,Australia,MTS,5.5389,13.986,4,Undervalued,None,Consumer Defensive,consumerDefensive,"{'trend': [1486327.0, 1580425.0, 1430709.0, 1426011.0]}",Equity,AU000000MTS0,,,,,,2013-05-31T05:00:00.000,,,AUD,,,,,0,,,,,,,0,,,,15.5157,4.0,2025-12-03T06:00:00.000,Low,,,5,Qual,ST,AUS,Australian Dollar,1426010.84,False
218,The Wharf (Holdings) Ltd,0P00009RP2,0P00009RP2,E,0.06901,522000.0,1371457.0,4000.0,Hong Kong,00004,1.0345,,3,Fairly Valued,,Real Estate,realEstate,"{'trend': [1526064.0, 1488792.0, 1482016.0, 1371457.0]}",Equity,HK0004000045,,,,,,2013-05-31T05:00:00.000,,,HKD,,,,,0,,,,,,,0,,,,18.2532,4.0,2025-12-03T06:00:00.000,Low,,,3,Quan,ST,HKG,Hong Kong Dollar,1371457.25,False
219,LS Corp,0P0000BQW6,0P0000BQW6,E,0.06793,9203.0,1350010.0,56.0,South Korea,006260,113.5179,,2,Overvalued,,Industrials,industrials,"{'trend': [1182409.0, 1172843.0, 1088735.0, 1350010.0]}",Equity,KR7006260004,,,,,,2013-05-31T05:00:00.000,,,KRW,,,,,0,,,,,,,0,,,,30.9353,2.0,2025-12-03T06:00:00.000,High,,,2,Quan,ST,KOR,South Korean Won,1350010.18,False
